"";"JAHR";"PLZ2";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1998;1;0,826743;1249405;5;9;3
"2";1998;2;0,900768;427271;5;10;3
"3";1998;3;0,938845;295580;5;10;3
"4";1998;4;0,869072;1237778;5;10;3
"5";1998;6;1;1300863;5;10;3
"6";1998;7;0,813898;580033;5;9;3
"7";1998;8;0,838301;601903;5;9;3
"8";1998;9;0,851101;790575;5;10;3
"9";1998;10;0,70674;414467;5;9;3
"10";1998;12;0,706275;1377942;4;8;2
"11";1998;13;0,706757;1173394;5;9;3
"12";1998;14;0,748685;1264837;5;9;3
"13";1998;15;0,774597;627638;5;9;3
"14";1998;16;0,833751;598416;5;9;3
"15";1998;17;0,968325;587834;5;10;3
"16";1998;18;0,963455;607324;5;10;3
"17";1998;19;0,860842;405447;5;10;3
"18";1998;20;0,244062;123873;2;4;2
"19";1998;21;0,296311;1602122;3;5;2
"20";1998;22;0,208348;1103442;2;4;2
"21";1998;23;0,4909;734709;4;8;2
"22";1998;24;0,42683;1096639;4;7;2
"23";1998;25;0,332972;696446;3;6;2
"24";1998;26;0,554704;1174940;4;8;2
"25";1998;27;0,434007;868974;4;7;2
"26";1998;28;0,476949;738882;4;7;2
"27";1998;29;0,525029;522068;4;8;2
"28";1998;30;0,454151;912461;4;7;2
"29";1998;31;0,419472;1019536;4;7;2
"30";1998;32;0,310867;885607;3;5;2
"31";1998;33;0,319343;1082569;3;5;2
"32";1998;34;0,408657;803532;4;7;2
"33";1998;35;0,271654;912547;2;4;2
"34";1998;36;0,349817;534835;3;6;2
"35";1998;37;0,537946;742488;4;8;2
"36";1998;38;0,522504;1171828;4;8;2
"37";1998;39;0,944959;783409;5;10;3
"38";1998;40;0,276036;991992;3;5;2
"39";1998;41;0,374614;952282;3;6;2
"40";1998;42;0,331241;878888;3;6;2
"41";1998;44;0,591689;1267494;4;8;2
"42";1998;45;0,533686;1559154;4;8;2
"43";1998;46;0,449881;894580;4;7;2
"44";1998;47;0,482354;1313713;4;7;2
"45";1998;48;0,393315;1189935;3;6;2
"46";1998;49;0,37802;1228129;3;6;2
"47";1998;50;0,366591;1084177;3;6;2
"48";1998;51;0,35677;1079789;3;6;2
"49";1998;52;0,507237;941131;4;8;2
"50";1998;53;0,340969;1265468;3;6;2
"51";1998;54;0,40703;516643;4;7;2
"52";1998;55;0,262639;805580;2;4;2
"53";1998;56;0,288939;849197;3;5;2
"54";1998;57;0,258057;598580;2;4;2
"55";1998;58;0,268845;930406;2;4;2
"56";1998;59;0,410906;1145053;4;7;2
"57";1998;60;0,282798;619157;3;5;2
"58";1998;61;0,115891;451016;1;2;1
"59";1998;63;0,19248;1268562;2;3;2
"60";1998;64;0,203508;802795;2;3;2
"61";1998;65;0,211592;1081652;2;4;2
"62";1998;66;0,398226;1248759;3;6;2
"63";1998;67;0,30862;1033467;3;5;2
"64";1998;68;0,31849;601445;3;5;2
"65";1998;69;0,257757;508992;2;4;2
"66";1998;70;0,121015;821650;1;2;1
"67";1998;71;0;1000158;1;1;1
"68";1998;72;0,112977;1056260;1;2;1
"69";1998;73;0,053551;1006392;1;1;1
"70";1998;74;0,094075;1057532;1;1;1
"71";1998;75;0,101207;484410;1;2;1
"72";1998;76;0,15607;1139769;2;3;2
"73";1998;77;0,121096;478943;1;2;1
"74";1998;78;0,127499;741488;1;2;1
"75";1998;79;0,258976;1040371;2;4;2
"76";1998;80;0,041623;626238;1;1;1
"77";1998;81;0,041689;814923;1;1;1
"78";1998;82;0,088048;735553;1;1;1
"79";1998;83;0,17737;762163;2;3;2
"80";1998;84;0,109713;684830;1;2;1
"81";1998;85;0,044744;1114901;1;1;1
"82";1998;86;0,119931;1164100;1;2;1
"83";1998;87;0,147823;522875;1;2;1
"84";1998;88;0,152296;846572;1;2;1
"85";1998;89;0,038071;763761;1;1;1
"86";1998;90;0,159854;892793;2;3;2
"87";1998;91;0,088562;999919;1;1;1
"88";1998;92;0,173866;516635;2;3;2
"89";1998;93;0,191074;590817;2;3;2
"90";1998;94;0,220923;705807;2;4;2
"91";1998;95;0,280982;497508;3;5;2
"92";1998;96;0,187347;561663;2;3;2
"93";1998;97;0,18785;1061355;2;3;2
"94";1998;98;0,721634;304392;5;9;3
"95";1998;99;0,793398;945552;5;9;3
"96";1999;1;0,848301;1249405;5;10;3
"97";1999;2;0,895339;427271;5;10;3
"98";1999;3;0,974482;295580;5;10;3
"99";1999;4;0,888388;1237778;5;10;3
"100";1999;6;1;1300863;5;10;3
"101";1999;7;0,788977;580033;5;9;3
"102";1999;8;0,791132;601903;5;9;3
"103";1999;9;0,830691;790575;5;9;3
"104";1999;10;0,736034;414467;5;9;3
"105";1999;12;0,735744;1377942;5;9;3
"106";1999;13;0,736042;1173394;5;9;3
"107";1999;14;0,777303;1264837;5;9;3
"108";1999;15;0,812104;627638;5;9;3
"109";1999;16;0,849499;598416;5;10;3
"110";1999;17;0,973046;587834;5;10;3
"111";1999;18;0,953508;607324;5;10;3
"112";1999;19;0,844331;405447;5;9;3
"113";1999;20;0,231162;123873;2;4;2
"114";1999;21;0,294897;1602122;3;5;2
"115";1999;22;0,210342;1103442;2;4;2
"116";1999;23;0,512728;734709;4;8;2
"117";1999;24;0,465134;1096639;4;7;2
"118";1999;25;0,352001;696446;3;6;2
"119";1999;26;0,55766;1174940;4;8;2
"120";1999;27;0,444111;868974;4;7;2
"121";1999;28;0,500649;738882;4;7;2
"122";1999;29;0,543667;522068;4;8;2
"123";1999;30;0,461624;912461;4;7;2
"124";1999;31;0,438943;1019536;4;7;2
"125";1999;32;0,31636;885607;3;5;2
"126";1999;33;0,329393;1082569;3;5;2
"127";1999;34;0,400558;803532;3;6;2
"128";1999;35;0,267702;912547;2;4;2
"129";1999;36;0,330715;534835;3;6;2
"130";1999;37;0,532816;742488;4;8;2
"131";1999;38;0,540157;1171828;4;8;2
"132";1999;39;0,942778;783409;5;10;3
"133";1999;40;0,284082;991992;3;5;2
"134";1999;41;0,390305;952282;3;6;2
"135";1999;42;0,346236;878888;3;6;2
"136";1999;44;0,606313;1267494;4;8;2
"137";1999;45;0,543916;1559154;4;8;2
"138";1999;46;0,454817;894580;4;7;2
"139";1999;47;0,493189;1313713;4;7;2
"140";1999;48;0,389233;1189935;3;6;2
"141";1999;49;0,394859;1228129;3;6;2
"142";1999;50;0,384678;1084177;3;6;2
"143";1999;51;0,375562;1079789;3;6;2
"144";1999;52;0,527914;941131;4;8;2
"145";1999;53;0,353443;1265468;3;6;2
"146";1999;54;0,417096;516643;4;7;2
"147";1999;55;0,274949;805580;2;4;2
"148";1999;56;0,297375;849197;3;5;2
"149";1999;57;0,251985;598580;2;4;2
"150";1999;58;0,284932;930406;3;5;2
"151";1999;59;0,407547;1145053;4;7;2
"152";1999;60;0,254158;619157;2;4;2
"153";1999;61;0,084324;451016;1;1;1
"154";1999;63;0,170431;1268562;2;3;2
"155";1999;64;0,177917;802795;2;3;2
"156";1999;65;0,193498;1081652;2;3;2
"157";1999;66;0,403151;1248759;4;7;2
"158";1999;67;0,317253;1033467;3;5;2
"159";1999;68;0,307229;601445;3;5;2
"160";1999;69;0,277707;508992;2;4;2
"161";1999;70;0,141092;821650;1;2;1
"162";1999;71;0;1000158;1;1;1
"163";1999;72;0,116104;1056260;1;2;1
"164";1999;73;0,061627;1006392;1;1;1
"165";1999;74;0,099798;1057532;1;1;1
"166";1999;75;0,104895;484410;1;2;1
"167";1999;76;0,162187;1139769;1;2;1
"168";1999;77;0,114506;478943;1;2;1
"169";1999;78;0,127659;741488;1;2;1
"170";1999;79;0,250457;1040371;2;4;2
"171";1999;80;0,089976;626238;1;1;1
"172";1999;81;0,089976;814923;1;1;1
"173";1999;82;0,103007;735553;1;2;1
"174";1999;83;0,168823;762163;2;3;2
"175";1999;84;0,100385;684830;1;2;1
"176";1999;85;0,05495;1114901;1;1;1
"177";1999;86;0,134082;1164100;1;2;1
"178";1999;87;0,146256;522875;1;2;1
"179";1999;88;0,179466;846572;2;3;2
"180";1999;89;0,062049;763761;1;1;1
"181";1999;90;0,165101;892793;2;3;2
"182";1999;91;0,098075;999919;1;1;1
"183";1999;92;0,174319;516635;2;3;2
"184";1999;93;0,186643;590817;2;3;2
"185";1999;94;0,216171;705807;2;4;2
"186";1999;95;0,283875;497508;3;5;2
"187";1999;96;0,182751;561663;2;3;2
"188";1999;97;0,212532;1061355;2;4;2
"189";1999;98;0,7273;304392;4;8;2
"190";1999;99;0,798465;945552;5;9;3
"191";2000;1;0,836867;1249405;5;9;3
"192";2000;2;0,907935;427271;5;10;3
"193";2000;3;0,961987;295580;5;10;3
"194";2000;4;0,900776;1237778;5;10;3
"195";2000;6;1;1300863;5;10;3
"196";2000;7;0,827379;580033;5;9;3
"197";2000;8;0,827799;601903;5;9;3
"198";2000;9;0,84395;790575;5;10;3
"199";2000;10;0,696131;414467;5;9;3
"200";2000;12;0,696084;1377942;4;8;2
"201";2000;13;0,696148;1173394;5;9;3
"202";2000;14;0,745219;1264837;5;9;3
"203";2000;15;0,804557;627638;5;9;3
"204";2000;16;0,837426;598416;5;10;3
"205";2000;17;0,967257;587834;5;10;3
"206";2000;18;0,940899;607324;5;10;3
"207";2000;19;0,828761;405447;5;9;3
"208";2000;20;0,210052;123873;2;4;2
"209";2000;21;0,255636;1602122;2;4;2
"210";2000;22;0,184492;1103442;2;3;2
"211";2000;23;0,488807;734709;4;8;2
"212";2000;24;0,43919;1096639;4;7;2
"213";2000;25;0,350658;696446;3;6;2
"214";2000;26;0,5361;1174940;4;8;2
"215";2000;27;0,419174;868974;4;7;2
"216";2000;28;0,468672;738882;4;7;2
"217";2000;29;0,511484;522068;4;8;2
"218";2000;30;0,425157;912461;4;7;2
"219";2000;31;0,384075;1019536;4;7;2
"220";2000;32;0,271981;885607;3;5;2
"221";2000;33;0,307098;1082569;3;6;2
"222";2000;34;0,346338;803532;3;6;2
"223";2000;35;0,22985;912547;2;4;2
"224";2000;36;0,296659;534835;3;5;2
"225";2000;37;0,512934;742488;4;8;2
"226";2000;38;0,508815;1171828;4;8;2
"227";2000;39;0,938035;783409;5;10;3
"228";2000;40;0,250675;991992;2;4;2
"229";2000;41;0,349865;952282;3;6;2
"230";2000;42;0,315003;878888;3;6;2
"231";2000;44;0,562905;1267494;4;8;2
"232";2000;45;0,500634;1559154;4;8;2
"233";2000;46;0,415059;894580;4;7;2
"234";2000;47;0,462779;1313713;4;7;2
"235";2000;48;0,355646;1189935;3;6;2
"236";2000;49;0,358199;1228129;3;6;2
"237";2000;50;0,33616;1084177;3;6;2
"238";2000;51;0,332094;1079789;3;6;2
"239";2000;52;0,487891;941131;4;8;2
"240";2000;53;0,308275;1265468;3;6;2
"241";2000;54;0,39044;516643;4;7;2
"242";2000;55;0,253671;805580;2;4;2
"243";2000;56;0,276081;849197;3;5;2
"244";2000;57;0,257899;598580;3;5;2
"245";2000;58;0,271641;930406;3;5;2
"246";2000;59;0,393175;1145053;4;7;2
"247";2000;60;0,284181;619157;3;5;2
"248";2000;61;0,023963;451016;1;1;1
"249";2000;63;0,115726;1268562;1;2;1
"250";2000;64;0,128949;802795;1;2;1
"251";2000;65;0,17875;1081652;2;3;2
"252";2000;66;0,399212;1248759;4;7;2
"253";2000;67;0,303818;1033467;3;5;2
"254";2000;68;0,294199;601445;3;5;2
"255";2000;69;0,264903;508992;3;5;2
"256";2000;70;0,141077;821650;2;3;2
"257";2000;71;0;1000158;1;1;1
"258";2000;72;0,098739;1056260;1;2;1
"259";2000;73;0,036866;1006392;1;1;1
"260";2000;74;0,100345;1057532;1;2;1
"261";2000;75;0,077944;484410;1;1;1
"262";2000;76;0,136593;1139769;2;3;2
"263";2000;77;0,091877;478943;1;2;1
"264";2000;78;0,112087;741488;1;2;1
"265";2000;79;0,240319;1040371;2;4;2
"266";2000;80;0,085522;626238;1;1;1
"267";2000;81;0,085523;814923;1;2;1
"268";2000;82;0,071388;735553;1;1;1
"269";2000;83;0,158779;762163;2;3;2
"270";2000;84;0,106993;684830;1;2;1
"271";2000;85;0,061369;1114901;1;1;1
"272";2000;86;0,091656;1164100;1;2;1
"273";2000;87;0,144976;522875;2;3;2
"274";2000;88;0,167942;846572;2;3;2
"275";2000;89;0,046975;763761;1;1;1
"276";2000;90;0,121434;892793;1;2;1
"277";2000;91;0,069895;999919;1;1;1
"278";2000;92;0,164767;516635;2;3;2
"279";2000;93;0,198669;590817;2;4;2
"280";2000;94;0,191052;705807;2;4;2
"281";2000;95;0,246462;497508;2;4;2
"282";2000;96;0,176979;561663;2;3;2
"283";2000;97;0,198917;1061355;2;4;2
"284";2000;98;0,740767;304392;5;9;3
"285";2000;99;0,820657;945552;5;9;3
"286";2001;1;0,908861;1249405;5;10;3
"287";2001;2;1;427271;5;10;3
"288";2001;3;0,99539;295580;5;10;3
"289";2001;4;0,968509;1237778;5;10;3
"290";2001;6;0,97473;1300863;5;10;3
"291";2001;7;0,857275;580033;5;9;3
"292";2001;8;0,882341;601903;5;9;3
"293";2001;9;0,910493;790575;5;10;3
"294";2001;10;0,776251;414467;5;9;3
"295";2001;12;0,775491;1377942;5;9;3
"296";2001;13;0,776261;1173394;5;9;3
"297";2001;14;0,809688;1264837;5;9;3
"298";2001;15;0,847914;627638;5;9;3
"299";2001;16;0,897571;598416;5;10;3
"300";2001;17;0,9947;587834;5;10;3
"301";2001;18;0,947066;607324;5;10;3
"302";2001;19;0,842061;405447;5;9;3
"303";2001;20;0,237518;123873;2;4;2
"304";2001;21;0,290287;1602122;3;5;2
"305";2001;22;0,210313;1103442;2;4;2
"306";2001;23;0,50469;734709;4;8;2
"307";2001;24;0,463629;1096639;4;7;2
"308";2001;25;0,370993;696446;3;6;2
"309";2001;26;0,574807;1174940;4;8;2
"310";2001;27;0,449475;868974;4;7;2
"311";2001;28;0,480998;738882;4;7;2
"312";2001;29;0,550965;522068;4;8;2
"313";2001;30;0,445432;912461;4;7;2
"314";2001;31;0,40902;1019536;4;7;2
"315";2001;32;0,280568;885607;3;5;2
"316";2001;33;0,315597;1082569;3;5;2
"317";2001;34;0,383029;803532;3;6;2
"318";2001;35;0,231398;912547;2;4;2
"319";2001;36;0,30392;534835;3;5;2
"320";2001;37;0,531533;742488;4;8;2
"321";2001;38;0,540903;1171828;4;8;2
"322";2001;39;0,894304;783409;5;9;3
"323";2001;40;0,252934;991992;2;4;2
"324";2001;41;0,342973;952282;3;6;2
"325";2001;42;0,303464;878888;3;5;2
"326";2001;44;0,580724;1267494;4;8;2
"327";2001;45;0,512511;1559154;4;8;2
"328";2001;46;0,418828;894580;4;7;2
"329";2001;47;0,469934;1313713;4;7;2
"330";2001;48;0,382302;1189935;3;6;2
"331";2001;49;0,390965;1228129;3;6;2
"332";2001;50;0,351906;1084177;3;6;2
"333";2001;51;0,350868;1079789;3;6;2
"334";2001;52;0,491776;941131;4;8;2
"335";2001;53;0,34985;1265468;3;6;2
"336";2001;54;0,401094;516643;4;7;2
"337";2001;55;0,279147;805580;3;5;2
"338";2001;56;0,309926;849197;3;5;2
"339";2001;57;0,27296;598580;2;4;2
"340";2001;58;0,260934;930406;2;4;2
"341";2001;59;0,418377;1145053;4;7;2
"342";2001;60;0,279189;619157;3;5;2
"343";2001;61;0,035359;451016;1;1;1
"344";2001;63;0,131227;1268562;1;2;1
"345";2001;64;0,138123;802795;1;2;1
"346";2001;65;0,195021;1081652;2;3;2
"347";2001;66;0,416322;1248759;4;7;2
"348";2001;67;0,322112;1033467;3;6;2
"349";2001;68;0,316905;601445;3;6;2
"350";2001;69;0,276407;508992;3;5;2
"351";2001;70;0,141031;821650;2;3;2
"352";2001;71;0;1000158;1;1;1
"353";2001;72;0,11323;1056260;1;2;1
"354";2001;73;0,044857;1006392;1;1;1
"355";2001;74;0,112126;1057532;1;2;1
"356";2001;75;0,088438;484410;1;1;1
"357";2001;76;0,163489;1139769;2;3;2
"358";2001;77;0,098716;478943;1;2;1
"359";2001;78;0,126027;741488;1;2;1
"360";2001;79;0,246193;1040371;2;4;2
"361";2001;80;0,050886;626238;1;1;1
"362";2001;81;0,051059;814923;1;1;1
"363";2001;82;0,089586;735553;1;2;1
"364";2001;83;0,145738;762163;2;3;2
"365";2001;84;0,113627;684830;1;2;1
"366";2001;85;0,067102;1114901;1;1;1
"367";2001;86;0,108009;1164100;1;2;1
"368";2001;87;0,147215;522875;2;3;2
"369";2001;88;0,206202;846572;2;4;2
"370";2001;89;0,058625;763761;1;1;1
"371";2001;90;0,119962;892793;1;2;1
"372";2001;91;0,078055;999919;1;1;1
"373";2001;92;0,157169;516635;2;3;2
"374";2001;93;0,186771;590817;2;3;2
"375";2001;94;0,208345;705807;2;4;2
"376";2001;95;0,261117;497508;2;4;2
"377";2001;96;0,20068;561663;2;3;2
"378";2001;97;0,203101;1061355;2;3;2
"379";2001;98;0,774665;304392;4;8;2
"380";2001;99;0,87008;945552;5;9;3
"381";2002;1;0,895034;1249405;5;10;3
"382";2002;2;0,981207;427271;5;10;3
"383";2002;3;0,956105;295580;5;10;3
"384";2002;4;0,963609;1237778;5;10;3
"385";2002;6;0,978309;1300863;5;10;3
"386";2002;7;0,840368;580033;5;9;3
"387";2002;8;0,867496;601903;5;9;3
"388";2002;9;0,900849;790575;5;10;3
"389";2002;10;0,785889;414467;5;9;3
"390";2002;12;0,784709;1377942;5;9;3
"391";2002;13;0,785872;1173394;5;9;3
"392";2002;14;0,794124;1264837;5;9;3
"393";2002;15;0,817038;627638;5;9;3
"394";2002;16;0,865132;598416;5;9;3
"395";2002;17;1;587834;5;10;3
"396";2002;18;0,950598;607324;5;10;3
"397";2002;19;0,84114;405447;5;9;3
"398";2002;20;0,264935;123873;2;4;2
"399";2002;21;0,300372;1602122;3;5;2
"400";2002;22;0,234402;1103442;2;4;2
"401";2002;23;0,484405;734709;4;7;2
"402";2002;24;0,444465;1096639;4;7;2
"403";2002;25;0,364662;696446;3;6;2
"404";2002;26;0,556227;1174940;4;8;2
"405";2002;27;0,446182;868974;4;7;2
"406";2002;28;0,488851;738882;4;8;2
"407";2002;29;0,539727;522068;4;8;2
"408";2002;30;0,446375;912461;4;7;2
"409";2002;31;0,410742;1019536;4;7;2
"410";2002;32;0,285587;885607;3;5;2
"411";2002;33;0,329838;1082569;3;6;2
"412";2002;34;0,368219;803532;3;6;2
"413";2002;35;0,24599;912547;2;4;2
"414";2002;36;0,314863;534835;3;5;2
"415";2002;37;0,524496;742488;4;8;2
"416";2002;38;0,524428;1171828;4;8;2
"417";2002;39;0,898464;783409;5;10;3
"418";2002;40;0,244347;991992;2;4;2
"419";2002;41;0,332544;952282;3;6;2
"420";2002;42;0,309855;878888;3;5;2
"421";2002;44;0,552094;1267494;4;8;2
"422";2002;45;0,49386;1559154;4;8;2
"423";2002;46;0,399676;894580;4;7;2
"424";2002;47;0,443881;1313713;4;7;2
"425";2002;48;0,3722;1189935;3;6;2
"426";2002;49;0,37381;1228129;3;6;2
"427";2002;50;0,331509;1084177;3;6;2
"428";2002;51;0,330696;1079789;3;6;2
"429";2002;52;0,48886;941131;4;8;2
"430";2002;53;0,34037;1265468;3;6;2
"431";2002;54;0,379951;516643;4;7;2
"432";2002;55;0,273775;805580;3;5;2
"433";2002;56;0,297747;849197;3;5;2
"434";2002;57;0,262946;598580;2;4;2
"435";2002;58;0,253071;930406;2;4;2
"436";2002;59;0,403238;1145053;4;7;2
"437";2002;60;0,30153;619157;3;5;2
"438";2002;61;0,051712;451016;1;1;1
"439";2002;63;0,140656;1268562;1;2;1
"440";2002;64;0,154337;802795;2;3;2
"441";2002;65;0,197264;1081652;2;4;2
"442";2002;66;0,411836;1248759;4;7;2
"443";2002;67;0,333037;1033467;3;6;2
"444";2002;68;0,324207;601445;3;5;2
"445";2002;69;0,287364;508992;3;5;2
"446";2002;70;0,148998;821650;2;3;2
"447";2002;71;0;1000158;1;1;1
"448";2002;72;0,113187;1056260;1;2;1
"449";2002;73;0,056171;1006392;1;1;1
"450";2002;74;0,116742;1057532;1;2;1
"451";2002;75;0,087447;484410;1;1;1
"452";2002;76;0,155649;1139769;2;3;2
"453";2002;77;0,101637;478943;1;1;1
"454";2002;78;0,128791;741488;1;2;1
"455";2002;79;0,242625;1040371;2;4;2
"456";2002;80;0,112078;626238;1;2;1
"457";2002;81;0,112176;814923;1;2;1
"458";2002;82;0,106276;735553;1;2;1
"459";2002;83;0,151663;762163;2;3;2
"460";2002;84;0,099466;684830;1;1;1
"461";2002;85;0,078815;1114901;1;1;1
"462";2002;86;0,117445;1164100;1;2;1
"463";2002;87;0,148921;522875;1;2;1
"464";2002;88;0,195439;846572;2;3;2
"465";2002;89;0,067747;763761;1;1;1
"466";2002;90;0,146508;892793;1;2;1
"467";2002;91;0,086549;999919;1;1;1
"468";2002;92;0,168376;516635;2;3;2
"469";2002;93;0,187455;590817;2;3;2
"470";2002;94;0,189056;705807;2;3;2
"471";2002;95;0,26626;497508;2;4;2
"472";2002;96;0,198622;561663;2;4;2
"473";2002;97;0,197006;1061355;2;3;2
"474";2002;98;0,774633;304392;4;8;2
"475";2002;99;0,84457;945552;5;9;3
"476";2003;1;0,849609;1249405;5;9;3
"477";2003;2;0,957026;427271;5;10;3
"478";2003;3;0,950122;295580;5;10;3
"479";2003;4;0,942051;1237778;5;10;3
"480";2003;6;0,946436;1300863;5;10;3
"481";2003;7;0,843626;580033;5;9;3
"482";2003;8;0,834737;601903;5;9;3
"483";2003;9;0,867059;790575;5;10;3
"484";2003;10;0,792807;414467;5;9;3
"485";2003;12;0,790761;1377942;5;9;3
"486";2003;13;0,792753;1173394;5;9;3
"487";2003;14;0,79266;1264837;5;9;3
"488";2003;15;0,800097;627638;5;9;3
"489";2003;16;0,860436;598416;5;10;3
"490";2003;17;1;587834;5;10;3
"491";2003;18;0,948871;607324;5;10;3
"492";2003;19;0,814986;405447;5;9;3
"493";2003;20;0,269913;123873;2;4;2
"494";2003;21;0,300378;1602122;3;5;2
"495";2003;22;0,237876;1103442;2;4;2
"496";2003;23;0,488603;734709;4;8;2
"497";2003;24;0,443673;1096639;4;7;2
"498";2003;25;0,372317;696446;4;7;2
"499";2003;26;0,524075;1174940;4;8;2
"500";2003;27;0,416638;868974;4;7;2
"501";2003;28;0,465747;738882;4;7;2
"502";2003;29;0,51283;522068;4;8;2
"503";2003;30;0,428425;912461;4;7;2
"504";2003;31;0,382192;1019536;4;7;2
"505";2003;32;0,294302;885607;3;5;2
"506";2003;33;0,316305;1082569;3;6;2
"507";2003;34;0,336804;803532;3;6;2
"508";2003;35;0,223774;912547;2;4;2
"509";2003;36;0,299854;534835;3;5;2
"510";2003;37;0,492425;742488;4;8;2
"511";2003;38;0,483691;1171828;4;8;2
"512";2003;39;0,884929;783409;5;10;3
"513";2003;40;0,243166;991992;2;4;2
"514";2003;41;0,321478;952282;3;6;2
"515";2003;42;0,306531;878888;3;5;2
"516";2003;44;0,54714;1267494;4;8;2
"517";2003;45;0,486613;1559154;4;8;2
"518";2003;46;0,390798;894580;4;7;2
"519";2003;47;0,435388;1313713;4;7;2
"520";2003;48;0,355281;1189935;3;6;2
"521";2003;49;0,339417;1228129;3;6;2
"522";2003;50;0,331552;1084177;3;6;2
"523";2003;51;0,32967;1079789;3;6;2
"524";2003;52;0,490498;941131;4;8;2
"525";2003;53;0,327535;1265468;3;6;2
"526";2003;54;0,345721;516643;3;6;2
"527";2003;55;0,244521;805580;2;4;2
"528";2003;56;0,276472;849197;3;5;2
"529";2003;57;0,242443;598580;2;4;2
"530";2003;58;0,239465;930406;2;4;2
"531";2003;59;0,390007;1145053;4;7;2
"532";2003;60;0,320387;619157;3;6;2
"533";2003;61;0,056252;451016;1;1;1
"534";2003;63;0,143369;1268562;1;2;1
"535";2003;64;0,160792;802795;2;3;2
"536";2003;65;0,195717;1081652;2;4;2
"537";2003;66;0,392233;1248759;4;7;2
"538";2003;67;0,297226;1033467;3;5;2
"539";2003;68;0,315428;601445;3;5;2
"540";2003;69;0,285624;508992;3;5;2
"541";2003;70;0,167316;821650;2;3;2
"542";2003;71;0;1000158;1;1;1
"543";2003;72;0,112948;1056260;1;2;1
"544";2003;73;0,051902;1006392;1;1;1
"545";2003;74;0,117509;1057532;1;2;1
"546";2003;75;0,087484;484410;1;1;1
"547";2003;76;0,150126;1139769;1;2;1
"548";2003;77;0,097665;478943;1;1;1
"549";2003;78;0,130082;741488;1;2;1
"550";2003;79;0,231774;1040371;2;4;2
"551";2003;80;0,143949;626238;1;2;1
"552";2003;81;0,143988;814923;1;2;1
"553";2003;82;0,113204;735553;1;2;1
"554";2003;83;0,158997;762163;2;3;2
"555";2003;84;0,084646;684830;1;1;1
"556";2003;85;0,077694;1114901;1;1;1
"557";2003;86;0,127075;1164100;1;2;1
"558";2003;87;0,144528;522875;1;2;1
"559";2003;88;0,185218;846572;2;3;2
"560";2003;89;0,082416;763761;1;1;1
"561";2003;90;0,165092;892793;2;3;2
"562";2003;91;0,082664;999919;1;1;1
"563";2003;92;0,164626;516635;2;3;2
"564";2003;93;0,181481;590817;2;3;2
"565";2003;94;0,192266;705807;2;3;2
"566";2003;95;0,281134;497508;3;5;2
"567";2003;96;0,206679;561663;2;4;2
"568";2003;97;0,185031;1061355;2;3;2
"569";2003;98;0,776972;304392;4;8;2
"570";2003;99;0,857018;945552;5;9;3
"571";2004;1;0,857959;1249405;5;10;3
"572";2004;2;0,931159;427271;5;10;3
"573";2004;3;0,939033;295580;5;10;3
"574";2004;4;0,928541;1237778;5;10;3
"575";2004;6;0,911729;1300863;5;10;3
"576";2004;7;0,855498;580033;5;9;3
"577";2004;8;0,814019;601903;5;9;3
